Bus,,,,,,,,,,,,,,,,,,,,,,,
Number,Name,SubNumber,AreaName,NomkV,BusCat,Vpu,kV,Vangle,LoadMW,SubIDExtra,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneNumber,City,County,State,SubLatitude,SubLongitude
200593,ELDON 2 1,9672,MO,138,PQ,0.99757,137.664,-48.56,4.3,9672,0.4,,,,0,0,10,1,Owosso charter Township,Shiawassee County,Michigan,38.47,-92.53
200594,ELDON 3 1,9673,MO,138,PQ,0.99991,137.987,-47,5.3,9673,0.7,,,,0,0,10,1,Owosso charter Township,Shiawassee County,Michigan,38.31,-92.6
200595,GRAVOIS MILLS 1 1,9674,MO,138,PQ,1.00885,139.221,-48.01,5.8,9674,3.6,,,,0,0,10,1,Oxford,Furnas County,Nebraska,38.25,-92.9
200596,GRAVOIS MILLS 2 1,9675,MO,138,PQ,1.01004,139.385,-47.92,3.9,9675,0.4,,,,0,0,10,1,Oxford,Adams County,Wisconsin,38.3,-92.77
200597,HOLTS SUMMIT 1 1,9676,MO,138,PQ,1.01343,139.854,-47.97,3.5,9676,0.5,,,,0,0,10,1,Oxford,Furnas County,Nebraska,38.54,-92.08
200598,HOLTS SUMMIT 2 1,9677,MO,138,PQ,1.01413,139.95,-47.98,8.9,9677,2.3,,,,0,0,10,1,Oxford,Furnas County,Nebraska,38.64,-92.08
200599,LAKE OZARK 1,9678,MO,138,PQ,0.99913,137.88,-46.25,18.4,9678,7.9,,,,0,0,10,1,Oxford,Furnas County,Nebraska,38.14,-92.65
200600,LINN 1,9679,MO,138,PQ,1.01188,139.639,-47.85,8.7,9679,0.3,,,,0,0,10,1,Oxford,Furnas County,Nebraska,38.5,-91.82
200601,NEW BLOOMFIELD 1,9680,MO,138,PQ,1.00661,138.913,-43.48,3,9680,0.2,,,,0,0,10,1,Oxford,Sumner County,Kansas,38.77,-92.09
200602,OWENSVILLE 4 1,9681,MO,138,PQ,1.0124,139.711,-42.53,5,9681,1.6,,,,0,0,10,1,Oxford,Sumner County,Kansas,38.4,-91.41
200603,OWENSVILLE 5 1,9682,MO,138,PQ,1.01122,139.548,-42.92,3,9682,0.4,,,,0,0,10,1,Oxford,Sumner County,Kansas,38.33,-91.53
200604,OWENSVILLE 6 1,9683,MO,138,PQ,1.01206,139.665,-42.69,4.2,9683,0.4,,,,0,0,10,1,Oxford,Lafayette County,Mississippi,38.34,-91.43
200605,SAINT ELIZABETH 1,9684,MO,138,PQ,1.00066,138.092,-46.27,3,9684,0.4,,,,0,0,10,1,Oxford,Lafayette County,Mississippi,38.19,-92.26
200606,STOVER 1,9685,MO,138,PQ,1.01499,140.069,-48.42,7.2,9685,0.8,,,,0,0,10,1,Oxford,Lafayette County,Mississippi,38.41,-92.94
200607,SUNRISE BEACH 1,9686,MO,138,PQ,1.00802,139.107,-47.92,9,9686,2,,,,0,0,10,1,Oxford,Lafayette County,Mississippi,38.14,-92.8
200608,TIPTON 4 1,9687,MO,138,PQ,0.99736,137.636,-49.17,6,9687,3.7,,,,0,0,10,1,Oxford,Lafayette County,Mississippi,38.59,-92.78
200609,TIPTON 5 1,9688,MO,138,PQ,0.9987,137.82,-49.41,4.7,9688,2.4,,,,0,0,10,1,Oxford,Lafayette County,Mississippi,38.7,-92.83
200610,VERSAILLES 2 1,9689,MO,138,PQ,1.01541,140.127,-48.27,8.1,9689,1.3,,,18.93,0,0,10,1,Oxford,Lafayette County,Mississippi,38.4,-92.76
200611,WESTPHALIA 1 1,9690,MO,138,PQ,1.00964,139.331,-47.4,3.1,9690,2.5,,,,0,0,10,1,Oxford,Sumner County,Kansas,38.39,-91.98
200612,JEFFERSON CITY 1 1,9691,MO,138,PQ,1.00851,139.175,-48.11,21.7,9691,7,,,,0,0,10,1,Oxford Junction,Jones County,Iowa,38.46,-92.13
200613,JEFFERSON CITY 2 1,9692,MO,138,PQ,1.00135,138.186,-48.36,12.1,9692,2.8,,,,0,0,10,1,Ozark,Franklin County,Arkansas,38.51,-92.19
200614,JEFFERSON CITY 3 1,9693,MO,138,PQ,1.00308,138.425,-48.34,11.4,9693,3.1,,,,0,0,10,1,Ozark,Franklin County,Arkansas,38.47,-92.19
200615,JEFFERSON CITY 4 1,9694,MO,138,PQ,0.99841,137.78,-48.23,14.7,9694,2.1,,,,0,0,10,1,Ozark,Franklin County,Arkansas,38.51,-92.29
200616,JEFFERSON CITY 5 1,9695,MO,138,PQ,0.99501,137.311,-47.49,14.6,9695,11.5,,,,0,0,10,1,Ozark,Franklin County,Arkansas,38.62,-92.3
200617,JEFFERSON CITY 6 1,9696,MO,138,PQ,0.99645,137.51,-47.87,7.2,9696,1.6,,,,0,0,10,1,Ozark,Franklin County,Arkansas,38.57,-92.28
200618,JEFFERSON CITY 7 1,9697,MO,138,PQ,0.9966,137.531,-46.58,15.8,9697,4.3,,,,0,0,10,1,Ozark,Franklin County,Arkansas,38.62,-92.21
200619,COLUMBIA 9 1,9698,MO,138,PQ,1.00631,138.871,-41.98,13.8,9698,4.7,,,,0,0,10,1,Ozark,Christian County,Missouri,38.89,-92.24
200620,COLUMBIA 10 1,9699,MO,138,PQ,1.00685,138.945,-42.03,13.3,9699,3.6,,,,0,0,10,1,Ozark,Christian County,Missouri,38.87,-92.27
200621,COLUMBIA 11 1,9700,MO,138,PQ,1.0067,138.924,-41.51,13.4,9700,2.3,,,,0,0,10,1,Ozark,Christian County,Missouri,38.95,-92.27
200622,COLUMBIA 12 1,9701,MO,138,PQ,1.00629,138.869,-41.83,14.5,9701,0.8,,,,0,0,10,1,Ozark,Christian County,Missouri,38.91,-92.25
200623,COLUMBIA 13 1,9702,MO,138,PQ,1.00537,138.741,-39.83,16.2,9702,4.2,,,,0,0,10,1,Ozark Acres,Sharp County,Arkansas,39.06,-92.3
200624,COLUMBIA 14 1,9703,MO,138,PQ,1.00875,139.208,-40.91,13.8,9703,0.5,,,,0,0,10,1,Ozark Acres,Sharp County,Arkansas,38.98,-92.31
200625,COLUMBIA 15 1,9704,MO,138,PQ,1.00594,138.82,-41.02,14.8,9704,2.6,,,,0,0,10,1,Pachuta,Clarke County,Mississippi,38.99,-92.26
200626,COLUMBIA 16 1,9705,MO,138,PQ,1.00544,138.751,-39.48,13.2,9705,5.9,,,0,0,0,10,1,Pachuta,Clarke County,Mississippi,39.09,-92.32
200627,COLUMBIA 17 1,9706,MO,138,PQ,1.00607,138.838,-41.2,10.7,9706,3,,,,0,0,10,1,Pachuta,Clarke County,Mississippi,38.97,-92.24
200628,BOONVILLE 4 1,9707,MO,138,PQ,1.01183,139.632,-37.86,8,9707,1.9,,,,0,0,10,1,Pachuta,Clarke County,Mississippi,38.96,-92.71
200629,BOONVILLE 5 1,9708,MO,345,PQ,1.02389,353.243,5.91,,9708,,,,,0,0,10,1,Pachuta,Clarke County,Mississippi,38.91,-92.82
200630,BOONVILLE 5 2,9708,MO,161,PQ,1.02425,164.904,5.97,15.2,9708,5.3,,,,0,0,10,1,Pacific,St. Louis County,Missouri,38.91,-92.82
200631,CENTRALIA 1 1,9709,MO,138,PQ,1.00698,138.964,-35.44,2.7,9709,0.8,,,,0,0,10,1,Pacific Junction,Mills County,Iowa,39.21,-92.09
200632,CENTRALIA 2 1,9710,MO,138,PQ,1.00826,139.139,-34.32,3.8,9710,0.5,,,,0,0,10,1,Paddock,Holt County,Nebraska,39.28,-92.1
200633,CENTRALIA 3 1,9711,MO,138,PQ,1.00725,139,-36.23,3.5,9711,0.1,,,,0,0,10,1,Paddock Lake,Kenosha County,Wisconsin,39.19,-92.2
200634,FULTON 4 1,9712,MO,138,PQ,1.014,139.932,-42.22,6.1,9712,0.7,,,,0,0,10,1,Paddock Lake,Kenosha County,Wisconsin,38.82,-91.99
200635,FULTON 5 1,9713,MO,138,PQ,1.00762,139.052,-41.09,8.4,9713,2.4,,,,0,0,10,1,Paden,Okfuskee County,Oklahoma,38.93,-92.08
200636,FULTON 6 1,9714,MO,138,PQ,1.01344,139.854,-42.03,6.6,9714,2.7,,,,0,0,10,1,Page,Le Flore County,Oklahoma,38.81,-91.93
200637,FULTON 7 1,9715,MO,138,PQ,1.01241,139.712,-42.29,7.4,9715,4.5,,,,0,0,10,1,Paincourtville,Assumption Parish,Louisiana,38.84,-92.02
200638,GLASGOW 1,9716,MO,138,PQ,1.01016,139.402,-32.26,4.2,9716,0.8,,,,0,0,10,1,Paincourtville,Assumption Parish,Louisiana,39.22,-92.86
200639,MEXICO 1 1,9717,MO,138,PQ,1.00564,138.778,-36.75,5.4,9717,1.4,,,,0,0,10,1,Palatine,Cook County,Illinois,39.19,-91.89
200640,MEXICO 2 1,9718,MO,138,PQ,1.00536,138.74,-36.53,5,9718,0.7,,,,0,0,10,1,Palatine,Cook County,Illinois,39.23,-91.91
200641,MEXICO 3 1,9719,MO,138,PQ,1.00523,138.721,-35.88,6.3,9719,1.2,,,,0,0,10,1,Palatine,Cook County,Illinois,39.31,-91.91
200642,MEXICO 4 1,9720,MO,138,PQ,1.00592,138.817,-36.41,5.6,9720,0.6,,,,0,0,10,1,Palatine,Cook County,Illinois,39.19,-91.95
200643,MOBERLY 1 1,9721,MO,138,PQ,1.0084,139.159,-29.73,9.7,9721,4.1,,,,0,0,10,1,Palatine,Cook County,Illinois,39.45,-92.34
200644,MOBERLY 2 1,9722,MO,138,PQ,1.00922,139.273,-29.65,14.1,9722,3.5,,,,0,0,10,1,Palatine,Cook County,Illinois,39.49,-92.38
200645,MOBERLY 3 1,9723,MO,138,PQ,1.01514,140.09,-34.67,6.9,9723,1,,,,0,0,10,1,Palatine,Cook County,Illinois,39.41,-92.44
200646,PARIS 4 1,9724,MO,138,PQ,1.01166,139.61,-31.27,4.5,9724,0.2,,,,0,0,10,1,Palatine,Cook County,Illinois,39.41,-92.03
200647,PILOT GROVE 1,9725,MO,138,PQ,1.0004,138.055,-49.52,4.3,9725,0.8,,,5.29,0,0,10,1,Palatine,Cook County,Illinois,38.78,-93
200648,SALISBURY 1 1,9726,MO,138,PQ,1.01745,140.408,-33.36,7.4,9726,3,,,,0,0,10,1,Palestine,Kosciusko County,Indiana,39.5,-92.84
200649,SEDALIA 1 1,9727,MO,138,PQ,1.00364,138.502,-28.33,16,9727,3.8,,,,0,0,10,1,Palestine,Kosciusko County,Indiana,38.69,-93.23
200650,SEDALIA 2 1,9728,MO,138,PQ,1.00304,138.419,-27.86,12.2,9728,10.2,,,,0,0,10,1,Palestine,Crawford County,Illinois,38.75,-93.26
200651,SEDALIA 3 1,9729,MO,345,PQ,1.02337,353.064,6.85,,9729,,,,,0,0,10,1,Palestine,Franklin County,Indiana,38.68,-93.16
200652,SEDALIA 3 2,9729,MO,161,PQ,1.02314,164.725,5.89,25.2,9729,16.5,,,,0,0,10,1,Palestine,Menominee County,Michigan,38.68,-93.16
200653,SEDALIA 3 3,9729,MO,13.8,PQ,1.02325,14.121,6.49,,9729,,,,,0,0,10,1,Palestine,Menominee County,Michigan,38.68,-93.16
200654,SEDALIA 3 4,9729,MO,1,PQ,1.02325,1.023,6.49,,9729,,,,,0,0,10,1,Palestine,St. Francis County,Arkansas,38.68,-93.16
200655,EDWARDS 1,9730,MO,138,PQ,1.00871,139.202,-48,5.7,9730,1.8,,,,0,0,10,1,Palestine,Hinds County,Mississippi,38.15,-93.08
200656,KNOB NOSTER 1 1,9731,MO,138,PQ,1.00403,138.556,-26.15,10.1,9731,2.9,,,,0,0,10,1,Palmers,St. Louis County,Minnesota,38.79,-93.5
200657,KNOB NOSTER 2 1,9732,MO,138,PQ,1.00582,138.803,-25.25,3.5,9732,1.4,,,,0,0,10,1,Palmers,St. Louis County,Minnesota,38.78,-93.58
200658,LINCOLN 7 1,9733,MO,138,PQ,1.00664,138.916,-30.24,7.2,9733,1.2,,,10.5,0,0,10,1,Palmyra,Marion County,Missouri,38.44,-93.25
200659,MARSHALL 15 1,9734,MO,138,PQ,1.00924,139.275,-31.34,9.7,9734,3.2,,,,0,0,10,1,Palmyra,Harrison County,Indiana,39.18,-93.07
200660,MARSHALL 16 1,9735,MO,138,PQ,1.00981,139.353,-29.4,19.3,9735,0.2,,,,0,0,10,1,Palmyra,Harrison County,Indiana,39.06,-93.2
200661,SWEET SPRINGS 1,9736,MO,138,PQ,1.01015,139.401,-28.21,4.2,9736,0.5,,,,0,0,10,1,Palmyra,Harrison County,Indiana,38.98,-93.39
200662,WARSAW 6 1,9737,MO,138,PQ,1.00083,138.115,-32.96,5.2,9737,0.7,,,,0,0,10,1,Palmyra,Harrison County,Indiana,38.18,-93.42
200663,WARSAW 7 1,9738,MO,138,PQ,1.00107,138.147,-32.77,5.5,9738,2,,,,0,0,10,1,Palmyra,Jefferson County,Wisconsin,38.17,-93.33
200664,WARSAW 8 1,9739,MO,138,PQ,1.00413,138.57,-31.44,7.8,9739,1.2,,,,0,0,10,1,Palmyra,Jefferson County,Wisconsin,38.27,-93.33
200665,WINDSOR 1 1,9740,MO,138,PQ,1.00787,139.086,-27.95,2.3,9740,0.6,,,,0,0,10,1,Palmyra,Jefferson County,Wisconsin,38.4,-93.53
200666,WINDSOR 2 1,9741,MO,138,PQ,1.00585,138.807,-28.71,5.2,9741,2.8,,,,0,0,10,1,Palmyra,Jefferson County,Wisconsin,38.51,-93.45
200667,ROLLA 1 1,9742,MO,138,PQ,0.99933,137.907,-45.32,11.4,9742,1.6,,,,0,0,10,1,Palmyra,Macoupin County,Illinois,37.94,-91.8
200668,ROLLA 2 1,9743,MO,138,PQ,0.99889,137.847,-45.51,10.5,9743,1.7,,,,0,0,10,1,Palo,Linn County,Iowa,37.9,-91.71
200669,ROLLA 3 1,9744,MO,345,PQ,1.03187,355.996,-5.87,,9744,,,,,0,0,10,1,Palo,Linn County,Iowa,37.91,-91.79
200670,ROLLA 3 2,9744,MO,161,PQ,1.0332,166.344,-7.44,12.7,9744,1.2,,,,0,0,10,1,Palo,Linn County,Iowa,37.91,-91.79
200671,ROLLA 4 1,9745,MO,138,PQ,0.99881,137.836,-45.63,10.9,9745,7.7,,,9.18,0,0,10,1,Palo,Linn County,Iowa,37.86,-91.72
200672,BIRCH TREE 1,9746,MO,138,PQ,1.00363,138.5,-41.33,4,9746,1,,,,0,0,10,1,Palo,Linn County,Iowa,36.93,-91.59
200673,BOURBON 4 1,9747,MO,138,PQ,1.00337,138.465,-37.9,8.9,9747,3.8,,,,0,0,10,1,Palos Heights,Cook County,Illinois,38.07,-91.11
200674,CUBA 2 1,9748,MO,138,PQ,1.0033,138.455,-42.74,7.9,9748,2.7,,,,0,0,10,1,Palos Heights,Cook County,Illinois,38.04,-91.45
200675,CUBA 3 1,9749,MO,138,PQ,1.00692,138.956,-42.91,5,9749,0.8,,,,0,0,10,1,Palos Heights,Cook County,Illinois,38.21,-91.49
200676,DIXON 4 1,9750,MO,138,PQ,0.99921,137.89,-45.63,7.3,9750,2.1,,,,0,0,10,1,Palos Hills,Cook County,Illinois,38.03,-92.07
200677,DIXON 5 1,9751,MO,138,PQ,0.99944,137.923,-45.69,4.3,9751,2,,,,0,0,10,1,Palos Hills,Cook County,Illinois,38.01,-92.17
200678,EMINENCE 1,9752,MO,138,PQ,1.00701,138.968,-40.08,3.2,9752,0.6,,,,0,0,10,1,Palos Hills,Cook County,Illinois,37.18,-91.38
200679,FORT LEONARD WOOD 1 1,9753,MO,138,PQ,1.00535,138.739,-44.75,5.6,9753,1.1,,,,0,0,10,1,Palos Park,Cook County,Illinois,37.71,-92.16
200680,FORT LEONARD WOOD 2 1,9754,MO,138,PQ,1.00531,138.733,-44.75,8.1,9754,1.8,,,,0,0,10,1,Palos Park,Cook County,Illinois,37.67,-92.22
200681,FORT LEONARD WOOD 3 1,9755,MO,161,PQ,1.03492,166.622,-5.01,10.1,9755,2.2,,,,0,0,10,1,Palos Park,Cook County,Illinois,37.8,-92.17
200682,HOUSTON 5 1,9756,MO,138,PQ,1.00544,138.751,-43.53,7.5,9756,1.9,,,,0,0,10,1,Palos Park,Cook County,Illinois,37.29,-91.96
200683,IBERIA 1,9757,MO,138,PQ,1.00041,138.057,-46.2,6.7,9757,1.2,,,,0,0,10,1,Palos Park,Cook County,Illinois,38.06,-92.4
200684,LEBANON 5 1,9758,MO,138,PQ,1.00794,139.095,-44.46,10.2,9758,6.9,,,,0,0,10,1,Pampa,Gray County,Texas,37.7,-92.62
200685,LEBANON 6 1,9759,MO,138,PQ,1.00614,138.847,-44.6,11.6,9759,6.3,,,,0,0,10,1,Pampa,Gray County,Texas,37.77,-92.62
200686,LEBANON 7 1,9760,MO,345,PQ,1.0358,357.35,-1.49,,9760,,,,,0,0,10,1,Pampa,Gray County,Texas,37.64,-92.64
200687,LEBANON 7 2,9760,MO,161,PQ,1.03712,166.976,-2.24,9.5,9760,0.6,,,,0,0,10,1,Pampa,Gray County,Texas,37.64,-92.64
200688,LEBANON 8 1,9761,MO,138,PQ,1.00778,139.073,-44.54,11.5,9761,1.1,,,,0,0,10,1,Pampa,Gray County,Texas,37.66,-92.59
200689,LICKING 1 1,9762,MO,138,PQ,1.00426,138.588,-43.48,6.6,9762,1.6,,,,0,0,10,1,Pampa,Gray County,Texas,37.49,-91.9
200690,LICKING 2 1,9763,MO,138,PQ,1.00419,138.578,-43.99,3.1,9763,1.1,,,,0,0,10,1,Pampa,Gray County,Texas,37.54,-91.95
200691,PLATO 1,9764,MO,138,PQ,1.00519,138.716,-44.3,4.8,9764,2.9,,,,0,0,10,1,Pana,Christian County,Illinois,37.5,-92.11
200692,RICHLAND 4 1,9765,MO,138,PQ,1.00619,138.855,-44.93,4.3,9765,1.1,,,,0,0,10,1,Pana,Christian County,Illinois,37.71,-92.38
200693,RICHLAND 5 1,9766,MO,138,PQ,1.00302,138.417,-45.38,2.8,9766,0.4,,,,0,0,10,1,Pana,Christian County,Illinois,37.85,-92.35
200694,SAINT JAMES 3 1,9767,MO,138,PQ,1.00148,138.204,-43.79,3.9,9767,1.7,,,,0,0,10,1,Pana,Christian County,Illinois,38.08,-91.66
200695,SAINT JAMES 4 1,9768,MO,138,PQ,0.99833,137.769,-45.57,4.1,9768,2,,,,0,0,10,1,Pana,Christian County,Illinois,37.95,-91.59
200696,SAINT JAMES 5 1,9769,MO,138,PQ,1.00239,138.33,-43.14,3.7,9769,1.5,,,,0,0,10,1,Pana,Christian County,Illinois,38.05,-91.58
200697,SALEM 9 1,9770,MO,138,PQ,1.00496,138.685,-41.15,7.5,9770,2.9,,,0,0,0,10,1,Panama,Le Flore County,Oklahoma,37.61,-91.59
200698,SALEM 10 1,9771,MO,138,PQ,1.00563,138.777,-40.1,4.7,9771,0.6,,,,0,0,10,1,Panhandle,Carson County,Texas,37.62,-91.44
200699,SALEM 11 1,9772,MO,161,PQ,1.03092,165.978,-10.93,7.4,9772,2.6,,,,0,0,10,1,Panhandle,Carson County,Texas,37.54,-91.51
200700,STEELVILLE 1 1,9773,MO,138,PQ,1.00591,138.816,-38.63,4.9,9773,2.4,,,,0,0,10,1,Panhandle,Carson County,Texas,37.73,-91.24
200701,STEELVILLE 2 1,9774,MO,138,PQ,1.006,138.827,-38.27,4.8,9774,1.9,,,,0,0,10,1,Panhandle,Carson County,Texas,37.87,-91.14
200702,SUMMERSVILLE 1,9775,MO,138,PQ,1.00511,138.705,-41.08,3,9775,0.4,,,,0,0,10,1,Panola,Panola County,Texas,37.2,-91.69
200703,VIENNA 1 1,9776,MO,138,PQ,1.00993,139.37,-46.23,5.5,9776,1.6,,,,0,0,10,1,Panora,Guthrie County,Iowa,38.21,-91.91
200704,WAYNESVILLE 1 1,9777,MO,138,PQ,1.00528,138.729,-45.05,8.2,9777,1.2,,,,0,0,10,1,Panora,Guthrie County,Iowa,37.77,-92.27
200705,WAYNESVILLE 2 1,9778,MO,138,PQ,1.00168,138.232,-45.55,5.2,9778,0.6,,,,0,0,10,1,Panora,Guthrie County,Iowa,37.9,-92.27
200706,WAYNESVILLE 3 1,9779,MO,138,PQ,1.00523,138.721,-44.98,5.6,9779,0.3,,,,0,0,10,1,Panora,Guthrie County,Iowa,37.78,-92.22
200707,SAINT ROBERT 1 1,9780,MO,138,PQ,1.00039,138.054,-45.12,9.5,9780,3.8,,,,0,0,10,1,Panther Burn,Sharkey County,Mississippi,37.8,-92.07
200708,SAINT ROBERT 2 1,9781,MO,138,PQ,1.00011,138.015,-45.49,4.1,9781,2.6,,,,0,0,10,1,Panther Burn,Sharkey County,Mississippi,37.89,-92.15
200709,WINONA 7 1,9782,MO,138,PQ,1.00784,139.082,-39.08,4.3,9782,1.5,,,,0,0,10,1,Paola,Miami County,Kansas,36.96,-91.28
200710,LONG LANE 1,9783,MO,138,PQ,0.99794,137.715,-40.88,2.9,9783,1,,,,0,0,10,1,Paola,Miami County,Kansas,37.76,-92.95
200711,ASH GROVE 1,9784,MO,138,PQ,1.0096,139.325,-29.09,6.9,9784,1.3,,,24.46,0,0,10,1,Paola,Miami County,Kansas,37.27,-93.7
200712,AURORA 9 1,9785,MO,138,PQ,1.00817,139.127,-27.3,11.3,9785,4.1,,,63.02,0,0,10,1,Paola,Miami County,Kansas,36.81,-93.68
200713,AURORA 10 1,9786,MO,138,PQ,1.00807,139.113,-23.47,7.2,9786,1.1,,,,0,0,10,1,Paola,Miami County,Kansas,36.7,-93.69
200714,ALTON 1 1,9787,MO,138,PQ,1.00368,138.508,-38.55,5.9,9787,1.3,,,,0,0,10,1,Paola,Miami County,Kansas,36.65,-91.3
200715,AVA 1 1,9788,MO,345,PQ,1.02783,354.602,-1.62,,9788,,,,,0,0,10,1,Paola,Miami County,Kansas,36.95,-92.62
200716,AVA 1 2,9788,MO,161,PQ,1.02835,165.565,-1.68,15.3,9788,6,,,,0,0,10,1,Paoli,Orange County,Indiana,36.95,-92.62
200717,BILLINGS 1 1,9789,MO,138,PQ,0.99969,137.958,-36.77,13,9789,2.1,,,9.89,0,0,10,1,Paoli,Orange County,Indiana,37.01,-93.55
200718,BILLINGS 2 1,9790,MO,138,PQ,1.0019,138.262,-34.17,9.7,9790,2.3,,,22.08,0,0,10,1,Paoli,Orange County,Indiana,36.92,-93.49
200719,BOLIVAR 1 1,9791,MO,345,PQ,1.02366,353.164,4.17,,9791,,,,,0,0,10,1,Paoli,Garvin County,Oklahoma,37.65,-93.43
200720,BOLIVAR 1 2,9791,MO,161,PQ,1.02271,164.657,4.16,11.1,9791,4.6,,,,0,0,10,1,Papillion,Sarpy County,Nebraska,37.65,-93.43
200721,BOLIVAR 1 3,9791,MO,13.8,PQ,1.02182,14.101,4.15,,9791,,,,,0,0,10,1,Papillion,Sarpy County,Nebraska,37.65,-93.43
200722,BOLIVAR 1 4,9791,MO,1,PQ,1.02182,1.022,4.15,,9791,,,,,0,0,10,1,Papillion,Sarpy County,Nebraska,37.65,-93.43
200723,BOLIVAR 2 1,9792,MO,138,PQ,0.99911,137.877,-37.2,7.8,9792,1.1,,,,0,0,10,1,Papillion,Sarpy County,Nebraska,37.61,-93.48
200724,BOLIVAR 3 1,9793,MO,138,PQ,0.99929,137.902,-37.42,6.7,9793,2.6,,,,0,0,10,1,Papillion,Sarpy County,Nebraska,37.64,-93.37
200725,BRANSON 1 1,9794,MO,138,PQ,0.99985,137.979,-23.45,15.1,9794,2.1,,,,0,0,10,1,Papineau,Iroquois County,Illinois,36.77,-93.28
200726,BRANSON 2 1,9795,MO,138,PQ,1.00028,138.039,-23.16,5.8,9795,1.3,,,,0,0,10,1,Papineau,Iroquois County,Illinois,36.71,-93.21
200727,BRANSON 3 1,9796,MO,138,PQ,1.00035,138.048,-22.56,12.4,9796,2.7,,,,0,0,10,1,Papineau,Iroquois County,Illinois,36.68,-93.3
200728,BRANSON 4 1,9797,MO,345,PQ,1.02844,354.813,-1.35,,9797,,,,,0,0,10,1,Parade,Dewey County,South Dakota,36.74,-93.2
200729,BRANSON 4 2,9797,MO,161,PQ,1.02379,164.83,-0.82,10.6,9797,2.4,,,,0,0,10,1,Parade,Dewey County,South Dakota,36.74,-93.2
200730,BRANSON 4 3,9797,MO,13.8,PQ,1.02592,14.158,-1.06,,9797,,,,,0,0,10,1,Paragould,Greene County,Arkansas,36.74,-93.2
200731,BRANSON 4 4,9797,MO,1,PQ,1.02592,1.026,-1.06,,9797,,,,,0,0,10,1,Paragould,Greene County,Arkansas,36.74,-93.2
200732,BUFFALO 5 1,9798,MO,138,PQ,0.99771,137.683,-41.01,4.9,9798,0.8,,,,0,0,10,1,Paragould,Greene County,Arkansas,37.66,-93.12
200733,BUFFALO 6 1,9799,MO,138,PQ,1.00293,138.405,-40.65,4.8,9799,1.3,,,,0,0,10,1,Paragould,Greene County,Arkansas,37.54,-93.08
200734,BUFFALO 7 1,9800,MO,138,PQ,1.00001,138.001,-38.96,6.3,9800,2.4,,,,0,0,10,1,Paragould,Greene County,Arkansas,37.61,-93.17
200735,CASSVILLE 2 1,9801,MO,345,PQ,1.02965,355.229,-0.71,,9801,,,,,0,0,10,1,Paragould,Greene County,Arkansas,36.7,-93.81
200736,CASSVILLE 2 2,9801,MO,161,PQ,1.02741,165.412,-2.66,10.8,9801,3.3,,,,0,0,10,1,Paragould,Greene County,Arkansas,36.7,-93.81
200737,CASSVILLE 2 3,9801,MO,13.8,PQ,1.02851,14.193,-1.57,,9801,,,,,0,0,10,1,Paragould,Greene County,Arkansas,36.7,-93.81
200738,CASSVILLE 2 4,9801,MO,1,PQ,1.02851,1.029,-1.57,,9801,,,,,0,0,10,1,Paragould,Greene County,Arkansas,36.7,-93.81
200739,CONWAY 3 1,9802,MO,138,PQ,1.00632,138.872,-42.69,5,9802,2.8,,,,0,0,10,1,Paragould,Greene County,Arkansas,37.59,-92.81
200740,DORA 1,9803,MO,138,PQ,0.9966,137.531,-35.83,3.6,9803,1.7,,,,0,0,10,1,Pardeeville,Columbia County,Wisconsin,36.67,-92.22
200741,ELKLAND 1,9804,MO,138,PQ,1.00397,138.548,-41.28,7.1,9804,1.6,,,,0,0,10,1,Parhams,Catahoula Parish,Louisiana,37.49,-92.98
200742,EVERTON 4 1,9805,MO,138,PQ,1.00688,138.949,-30,4.6,9805,1,,,,0,0,10,1,Paris,Monroe County,Missouri,37.37,-93.67
200743,FAIR GROVE 1,9806,MO,138,PQ,1.00576,138.794,-41.52,6.9,9806,0.8,,,,0,0,10,1,Paris,Logan County,Arkansas,37.43,-93.24
200744,FAIR PLAY 1,9807,MO,138,PQ,0.99911,137.877,-34.32,3.6,9807,0.8,,,,0,0,10,1,Paris,Edgar County,Illinois,37.58,-93.63
200745,FORSYTH 2 1,9808,MO,138,PQ,1.00029,138.041,-23.79,12.9,9808,3.3,,,6.03,0,0,10,1,Paris,Edgar County,Illinois,36.82,-93.13
200746,GAINESVILLE 1,9809,MO,138,PQ,0.99779,137.695,-33.23,8,9809,1.4,,,10.34,0,0,10,1,Paris,Edgar County,Illinois,36.62,-92.47
200747,GREENFIELD 5 1,9810,MO,138,PQ,1.00084,138.116,-31.44,4.2,9810,1.6,,,,0,0,10,1,Paris,Edgar County,Illinois,37.45,-93.78
200748,HARTVILLE 1,9811,MO,138,PQ,1.01,139.38,-43.75,5.4,9811,0.9,,,,0,0,10,1,Paris,Edgar County,Illinois,37.36,-92.51
200749,HERMITAGE 4 1,9812,MO,138,PQ,0.99858,137.804,-36.11,4.6,9812,0.6,,,,0,0,10,1,Paris,Edgar County,Illinois,37.97,-93.24
200750,HOLLISTER 1,9813,MO,138,PQ,1.00443,138.612,-20.26,,9813,,,,,0,0,10,1,Park City,Sedgwick County,Kansas,36.5,-93.26
200751,HOLLISTER 2,9813,MO,115,PQ,1.00362,115.416,-16.84,11.5,9813,6.1,,,,0,0,10,1,Park City,Sedgwick County,Kansas,36.5,-93.26
