Gen
Number of Bus,Name of Bus,ID,Area Name of Gen,AGC,Fast Start,OPF Fast Start Status,OPF MW Control,Gen MW,Cost Shift $/MWh,Cost Multiplier,Cost $/Hr (generation only),MW Marg. Cost of Bus,IC for OPF,Initial MW,Initial Cost,Delta MW,Delta Cost,Min MW,Max MW,Cost Model,# Cost Curve Points,Fuel Type,Profit $/hr
261456,Frontier 4,1,OK,YES,NO,,If Agcable,5.9,0.000,1.000,214.89,-1.08,29.85,5.9,214.89,0.0,0.00,5.9,49.9,Piecewise Linear,5,NG (Natural Gas),-221.23
261458,Covanta Tulsa Renewable Energy LLC 2,1,OK,YES,NO,,If Agcable,8.3,0.000,1.000,132.30,-1.25,15.94,8.3,132.30,0.0,0.00,8.3,16.8,Piecewise Linear,5,MSW (Municipal Solid Waste),-142.69
261462,Green Country Energy LLC 4,1,OK,YES,NO,,If Agcable,19.0,0.000,1.000,1331.90,-1.25,58.13,19.0,1331.90,0.0,0.00,19.0,179.3,Piecewise Linear,5,NG (Natural Gas),-1355.71
261463,Green Country Energy LLC 5,1,OK,YES,NO,,If Agcable,41.1,0.000,1.000,2921.35,-1.25,65.51,41.1,2921.35,0.0,0.00,41.1,179.3,Piecewise Linear,5,NG (Natural Gas),-2972.86
261464,Green Country Energy LLC 6,1,OK,YES,NO,,If Agcable,45.8,0.000,1.000,2930.04,-1.25,59.06,45.8,2930.04,0.0,0.00,45.8,179.3,Piecewise Linear,5,NG (Natural Gas),-2987.34
261465,Green Country Energy LLC 7,1,OK,YES,NO,,If Agcable,38.3,0.000,1.000,1436.81,-1.25,35.00,38.3,1436.81,0.0,-0.00,38.3,122.0,Piecewise Linear,5,NG (Natural Gas),-1484.70
261466,Green Country Energy LLC 8,1,OK,YES,NO,,If Agcable,16.3,0.000,1.000,593.30,-1.25,30.33,16.3,593.30,0.0,-0.00,16.3,122.0,Piecewise Linear,5,NG (Natural Gas),-613.76
261467,Green Country Energy LLC 9,1,OK,YES,NO,,If Agcable,43.9,0.000,1.000,1372.86,-1.25,29.06,43.9,1372.86,0.0,0.00,43.9,122.0,Piecewise Linear,5,NG (Natural Gas),-1427.77
261471,Oneta Energy Center 4,1,OK,YES,NO,,If Agcable,81.4,0.000,1.000,6868.43,-1.27,81.60,81.4,6868.43,0.0,-0.00,81.4,176.0,Piecewise Linear,5,NG (Natural Gas),-6971.63
261472,Oneta Energy Center 5,1,OK,YES,NO,,If Agcable,19.6,0.000,1.000,1410.83,-1.27,60.68,19.6,1410.83,0.0,-0.00,19.6,176.0,Piecewise Linear,5,NG (Natural Gas),-1435.67
261473,Oneta Energy Center 6,1,OK,YES,NO,,If Agcable,34.0,0.000,1.000,1988.45,-1.27,51.89,34.0,1988.45,0.0,-0.00,34.0,176.0,Piecewise Linear,5,NG (Natural Gas),-2031.60
261474,Oneta Energy Center 7,1,OK,YES,NO,,If Agcable,53.7,0.000,1.000,3539.62,-1.27,61.79,53.7,3539.61,0.0,0.00,53.7,176.0,Piecewise Linear,5,NG (Natural Gas),-3607.67
261475,Oneta Energy Center 8,1,OK,YES,NO,,If Agcable,42.1,0.000,1.000,1420.95,-1.27,28.88,42.1,1420.95,0.0,0.00,42.1,255.0,Piecewise Linear,5,NG (Natural Gas),-1474.37
261476,Oneta Energy Center 9,1,OK,YES,NO,,If Agcable,38.2,0.000,1.000,1377.67,-1.27,30.71,38.2,1377.67,0.0,-0.00,38.2,255.0,Piecewise Linear,5,NG (Natural Gas),-1426.11
261479,McClain Energy Facility 3,1,OK,YES,NO,,If Agcable,20.7,0.000,1.000,1564.30,-1.06,64.71,20.7,1564.30,0.0,-0.00,20.7,176.6,Piecewise Linear,5,NG (Natural Gas),-1586.35
261480,McClain Energy Facility 4,1,OK,YES,NO,,If Agcable,65.1,0.000,1.000,5721.08,-1.06,84.51,65.1,5721.08,0.0,-0.00,65.1,176.6,Piecewise Linear,5,NG (Natural Gas),-5790.18
261481,McClain Energy Facility 5,1,OK,YES,NO,,If Agcable,62.6,0.000,1.000,2379.82,-1.06,35.51,62.6,2379.82,0.0,-0.00,62.6,198.1,Piecewise Linear,5,NG (Natural Gas),-2446.22
261485,Redbud Power Plant 4,1,OK,YES,NO,,If Agcable,46.1,0.000,1.000,3947.21,-1.09,80.23,46.1,3947.21,0.0,-0.00,46.1,198.9,Piecewise Linear,5,NG (Natural Gas),-3997.27
261486,Redbud Power Plant 5,1,OK,YES,NO,,If Agcable,27.4,0.000,1.000,2189.29,-1.09,70.74,27.4,2189.29,0.0,-0.00,27.4,198.9,Piecewise Linear,5,NG (Natural Gas),-2219.07
261487,Redbud Power Plant 6,1,OK,YES,NO,,If Agcable,36.3,0.000,1.000,2950.33,-1.09,74.30,36.3,2950.33,0.0,-0.00,36.3,198.9,Piecewise Linear,5,NG (Natural Gas),-2989.80
261488,Redbud Power Plant 7,1,OK,YES,NO,,If Agcable,20.3,0.000,1.000,1621.73,-1.09,67.69,20.3,1621.73,0.0,0.00,20.3,198.9,Piecewise Linear,5,NG (Natural Gas),-1643.74
261489,Redbud Power Plant 8,1,OK,YES,NO,,If Agcable,32.3,0.000,1.000,1338.15,-1.09,37.52,32.3,1338.15,0.0,-0.00,32.3,159.5,Piecewise Linear,5,NG (Natural Gas),-1373.20
261490,Redbud Power Plant 9,1,OK,YES,NO,,If Agcable,61.7,0.000,1.000,2566.40,-1.09,39.55,61.7,2566.40,0.0,0.00,61.7,159.5,Piecewise Linear,5,NG (Natural Gas),-2633.38
261491,Redbud Power Plant 10,1,OK,YES,NO,,If Agcable,19.9,0.000,1.000,864.99,-1.09,37.01,19.9,864.99,0.0,-0.00,19.9,159.5,Piecewise Linear,5,NG (Natural Gas),-886.64
261492,Redbud Power Plant 11,1,OK,YES,NO,,If Agcable,60.9,0.000,1.000,2500.02,-1.09,38.96,60.9,2500.02,0.0,-0.00,60.9,159.5,Piecewise Linear,5,NG (Natural Gas),-2566.18
261496,Spring Creek Energy Center 4,1,OK,YES,NO,,If Agcable,25.5,0.000,1.000,2230.91,-1.08,83.37,25.5,2230.91,0.0,-0.00,25.5,84.5,Piecewise Linear,5,NG (Natural Gas),-2258.42
261497,Spring Creek Energy Center 5,1,OK,YES,NO,,If Agcable,22.1,0.000,1.000,1871.11,-1.08,79.66,22.1,1871.11,0.0,0.00,22.1,84.5,Piecewise Linear,5,NG (Natural Gas),-1895.02
261498,Spring Creek Energy Center 6,1,OK,YES,NO,,If Agcable,35.8,0.000,1.000,3494.24,-1.08,94.52,35.8,3494.24,0.0,-0.00,35.8,84.5,Piecewise Linear,5,NG (Natural Gas),-3532.92
261499,Spring Creek Energy Center 7,1,OK,YES,NO,,If Agcable,16.9,0.000,1.000,1383.85,-1.08,75.53,16.9,1383.85,0.0,-0.00,16.9,84.5,Piecewise Linear,5,NG (Natural Gas),-1402.11
261501,WFEC GenCo LLC 2,1,OK,YES,NO,,If Agcable,12.2,0.000,1.000,859.64,-1.03,65.70,12.2,859.64,0.0,0.00,12.2,45.0,Piecewise Linear,5,NG (Natural Gas),-872.27
261501,WFEC GenCo LLC 2,2,OK,YES,NO,,If Agcable,13.3,0.000,1.000,1010.24,-1.03,71.85,13.3,1010.24,0.0,0.00,13.3,45.0,Piecewise Linear,5,NG (Natural Gas),-1023.95
261503,Stillwater Water Treatment Plant 2,1,OK,YES,NO,,If Agcable,0.7,0.000,1.000,120.82,-1.16,179.23,0.7,120.82,0.0,-0.00,0.7,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-121.60
261508,Blue Canyon Windpower 5,1,OK,YES,NO,,If Agcable,44.6,0.000,1.000,-905.27,-1.02,0.49,44.6,-905.27,0.0,-0.00,0.0,74.3,Piecewise Linear,5,WND (Wind),859.85
261512,Oklahoma Wind Energy Center 4,1,OK,YES,NO,,If Agcable,40.8,0.000,1.000,-601.60,-0.97,4.96,40.8,-601.60,0.0,0.00,0.0,51.0,Piecewise Linear,5,WND (Wind),562.18
261513,Oklahoma Wind Energy Center 5,1,OK,YES,NO,,If Agcable,30.6,0.000,1.000,-548.35,-0.97,1.90,30.6,-548.35,0.0,-0.00,0.0,51.0,Piecewise Linear,5,WND (Wind),518.80
261517,Weatherford Wind Energy Center 4,1,OK,YES,NO,,If Agcable,63.9,0.000,1.000,-1379.39,-1.02,1.18,63.9,-1379.39,0.0,-0.00,0.0,106.5,Piecewise Linear,5,WND (Wind),1314.38
261518,Weatherford Wind Energy Center 5,1,OK,YES,NO,,If Agcable,24.3,0.000,1.000,-477.50,-1.01,0.75,24.3,-477.49,0.0,-0.00,0.0,40.5,Piecewise Linear,5,WND (Wind),452.87
261522,Blue Canyon Windpower II 4,1,OK,YES,NO,,If Agcable,90.6,0.000,1.000,-1842.50,-1.03,-0.37,90.6,-1842.50,0.0,0.00,0.0,151.0,Piecewise Linear,5,WND (Wind),1749.40
261525,Laverne Diesel Generating Plant 3,1,OK,YES,NO,,If Agcable,0.4,0.000,1.000,68.91,-0.95,184.23,0.4,68.91,0.0,0.00,0.4,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-69.26
261525,Laverne Diesel Generating Plant 3,2,OK,YES,NO,,If Agcable,0.8,0.000,1.000,152.31,-0.95,199.43,0.8,152.31,0.0,0.00,0.8,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-153.03
261529,Centennial Wind Farm 4,1,OK,YES,NO,,If Agcable,72.0,0.000,1.000,-1421.04,-0.96,-0.01,72.0,-1421.04,0.0,-0.00,0.0,120.0,Piecewise Linear,5,WND (Wind),1351.85
261532,Sleeping Bear LLC 3,1,OK,YES,NO,,If Agcable,56.7,0.000,1.000,-1130.79,-0.96,-0.68,56.7,-1130.79,0.0,0.00,0.0,94.5,Piecewise Linear,5,WND (Wind),1076.36
261536,Dempsey Ridge Wind Farm 4,1,OK,YES,NO,,If Agcable,79.2,0.000,1.000,-1584.00,-0.98,-0.42,79.2,-1584.00,0.0,-0.00,0.0,132.0,Piecewise Linear,5,WND (Wind),1506.12
261540,Red Hills Wind Project LLC 4,1,OK,YES,NO,,If Agcable,73.8,0.000,1.000,-1407.37,-0.99,0.91,73.8,-1407.37,0.0,-0.00,0.0,123.0,Piecewise Linear,5,WND (Wind),1334.57
261543,Buffalo Bear LLC 3,1,OK,YES,NO,,If Agcable,15.1,0.000,1.000,-236.36,-0.96,5.33,15.1,-236.36,0.0,-0.00,0.0,18.9,Piecewise Linear,5,WND (Wind),221.88
261547,Blue Canyon Windpower V LLC 4,1,OK,YES,NO,,If Agcable,59.4,0.000,1.000,-1096.52,-1.03,-0.70,59.4,-1096.52,0.0,-0.00,0.0,99.0,Piecewise Linear,5,WND (Wind),1035.27
261551,Taloga Wind LLC 4,1,OK,YES,NO,,If Agcable,104.0,0.000,1.000,-1600.30,-1.00,5.26,104.0,-1600.30,0.0,-0.00,0.0,130.0,Piecewise Linear,5,WND (Wind),1496.52
261554,OU Spirit Wind Farm 3,1,OK,YES,NO,,If Agcable,60.7,0.000,1.000,-1223.10,-0.97,-0.18,60.7,-1223.10,0.0,0.00,0.0,101.2,Piecewise Linear,5,WND (Wind),1164.36
261558,Crossroads Wind Farm 4,1,OK,YES,NO,,If Agcable,136.2,0.000,1.000,-2521.52,-0.99,1.15,136.2,-2521.52,0.0,0.00,0.0,227.0,Piecewise Linear,5,WND (Wind),2386.68
261562,Elk City LLC 4,1,OK,YES,NO,,If Agcable,79.1,0.000,1.000,-1262.16,-0.98,4.48,79.1,-1262.16,0.0,-0.00,0.0,98.9,Piecewise Linear,5,WND (Wind),1184.46
261563,Elk City LLC 5,1,OK,YES,NO,,If Agcable,59.5,0.000,1.000,-1173.54,-0.98,1.93,59.5,-1173.54,0.0,-0.00,0.0,99.2,Piecewise Linear,5,WND (Wind),1115.06
261567,Keenan II Renewable Energy Co LLC 4,1,OK,YES,NO,,If Agcable,91.1,0.000,1.000,-1794.28,-0.97,0.41,91.1,-1794.28,0.0,0.00,0.0,151.8,Piecewise Linear,5,WND (Wind),1705.71
261572,KODE Novus I 5,1,OK,YES,NO,,If Agcable,48.0,0.000,1.000,-1030.72,-0.93,0.55,48.0,-1030.72,0.0,0.00,0.0,80.0,Piecewise Linear,5,WND (Wind),985.90
261576,Minco Wind I  LLC 4,1,OK,YES,NO,,If Agcable,59.5,0.000,1.000,-1200.32,-1.04,0.18,59.5,-1200.32,0.0,-0.00,0.0,99.2,Piecewise Linear,5,WND (Wind),1138.50
261579,Blue Canyon Windpower VI LLC 3,1,OK,YES,NO,,If Agcable,60.0,0.000,1.000,-1310.20,-1.02,-0.98,60.0,-1310.20,0.0,-0.00,0.0,100.0,Piecewise Linear,5,WND (Wind),1249.09
261581,Tulsa LFG LLC 2,1,OK,YES,NO,,If Agcable,0.4,0.000,1.000,11.85,-1.24,32.02,0.4,11.85,0.0,0.00,0.4,1.6,Piecewise Linear,5,LFG (Landfill Gas),-12.30
261581,Tulsa LFG LLC 2,2,OK,YES,NO,,If Agcable,0.4,0.000,1.000,9.75,-1.24,27.87,0.4,9.75,0.0,0.00,0.4,1.6,Piecewise Linear,5,LFG (Landfill Gas),-10.19
261584,KODE Novus II 3,1,OK,YES,NO,,If Agcable,24.0,0.000,1.000,-503.20,-0.92,-0.75,24.0,-503.20,0.0,-0.00,0.0,40.0,Piecewise Linear,5,WND (Wind),481.04
261587,Minco Wind II  LLC 3,1,OK,YES,NO,,If Agcable,60.5,0.000,1.000,-1195.89,-1.04,-0.06,60.5,-1195.89,0.0,0.00,0.0,100.8,Piecewise Linear,5,WND (Wind),1133.21
261591,Canadian Hills Wind 4,1,OK,YES,NO,,If Agcable,179.1,0.000,1.000,-3339.62,-1.05,0.14,179.1,-3339.54,0.0,-0.08,0.0,298.5,Piecewise Linear,5,WND (Wind),3151.24
261595,Chisholm View Wind Project 4,1,OK,YES,NO,,If Agcable,141.1,0.000,1.000,-2828.52,-1.11,-0.86,141.1,-2828.52,0.0,0.00,0.0,235.2,Piecewise Linear,5,WND (Wind),2672.30
261596,Chisholm View Wind Project 5,1,OK,YES,NO,,If Agcable,38.9,0.000,1.000,-740.02,-1.11,0.49,38.9,-740.02,0.0,0.00,0.0,64.8,Piecewise Linear,5,WND (Wind),696.96
261600,Rocky Ridge Wind Project 4,1,OK,YES,NO,,If Agcable,119.0,0.000,1.000,-1873.99,-1.02,5.24,119.0,-1873.99,0.0,0.00,0.0,148.8,Piecewise Linear,5,WND (Wind),1752.84
261603,Minco Wind III  LLC 3,1,OK,YES,NO,,If Agcable,60.5,0.000,1.000,-1223.51,-1.03,-0.74,60.5,-1223.51,0.0,-0.00,0.0,100.8,Piecewise Linear,5,WND (Wind),1161.08
261606,NextEra-Blackwell Wind  LLC 3,1,OK,YES,NO,,If Agcable,35.9,0.000,1.000,-649.07,-1.13,0.76,35.9,-649.07,0.0,0.00,0.0,59.8,Piecewise Linear,5,WND (Wind),608.70
261610,Charles D. Lamb Energy Center 4,1,OK,YES,NO,,If Agcable,53.1,0.000,1.000,4501.54,-1.14,81.86,53.1,4501.54,0.0,0.00,53.1,122.0,Piecewise Linear,5,NG (Natural Gas),-4562.13
261615,Balko Wind LLC 5,1,OK,YES,NO,,If Agcable,179.8,0.000,1.000,-3764.83,-0.94,2.73,179.8,-3764.74,0.0,-0.09,0.0,299.7,Piecewise Linear,5,WND (Wind),3596.05
261619,Kingfisher Wind LLC 4,1,OK,YES,NO,,If Agcable,178.8,0.000,1.000,-3533.09,-1.08,-0.77,178.8,-3532.98,0.0,-0.10,0.0,298.0,Piecewise Linear,5,WND (Wind),3339.92
261623,Origin Wind 4,1,OK,YES,NO,,If Agcable,90.0,0.000,1.000,-1779.60,-1.07,-0.12,90.0,-1779.60,0.0,-0.00,0.0,150.0,Piecewise Linear,5,WND (Wind),1683.10
261626,Breckinridge Wind Project LLC 3,1,OK,YES,NO,,If Agcable,59.3,0.000,1.000,-1146.28,-1.10,1.02,59.3,-1146.28,0.0,-0.00,0.0,98.8,Piecewise Linear,5,WND (Wind),1081.34
261631,Goodwell Wind Project LLC 5,1,OK,YES,NO,,If Agcable,120.0,0.000,1.000,-2493.60,-0.93,2.35,120.0,-2493.60,0.0,0.00,0.0,200.0,Piecewise Linear,5,WND (Wind),2382.04
261634,Little Elk Wind Project LLC 3,1,OK,YES,NO,,If Agcable,44.4,0.000,1.000,-891.26,-1.01,-0.14,44.4,-891.26,0.0,0.00,0.0,74.0,Piecewise Linear,5,WND (Wind),846.42
261638,Drift Sand Wind Project LLC 4,1,OK,YES,NO,,If Agcable,86.4,0.000,1.000,-1296.86,-1.05,5.62,86.4,-1296.86,0.0,0.00,0.0,108.0,Piecewise Linear,5,WND (Wind),1206.28
261644,Arbuckle Mountain Wind Farm LLC 6,1,OK,YES,NO,,If Agcable,60.0,0.000,1.000,-1171.80,-1.08,-1.02,60.0,-1171.80,0.0,0.00,0.0,100.0,Piecewise Linear,5,WND (Wind),1107.17
261648,Mammoth Plains 4,1,OK,YES,NO,,If Agcable,119.4,0.000,1.000,-2333.08,-0.99,1.20,119.4,-2333.08,0.0,-0.00,0.0,199.0,Piecewise Linear,5,WND (Wind),2214.49
261650,Seiling Wind I 2,1,OK,YES,NO,,If Agcable,119.4,0.000,1.000,-2477.55,-0.99,0.98,119.4,-2477.55,0.0,-0.00,0.0,199.0,Piecewise Linear,5,WND (Wind),2359.68
261654,Seiling Wind II 4,1,OK,YES,NO,,If Agcable,78.9,0.000,1.000,-1220.47,-0.98,5.13,78.9,-1220.47,0.0,0.00,0.0,98.6,Piecewise Linear,5,WND (Wind),1143.00
261658,Stillwater Energy Center 4,1,OK,YES,NO,,If Agcable,4.6,0.000,1.000,318.66,-1.18,64.68,4.6,318.66,0.0,0.00,4.6,18.8,Piecewise Linear,5,NG (Natural Gas),-324.06
261659,Stillwater Energy Center 5,1,OK,YES,NO,,If Agcable,5.8,0.000,1.000,432.95,-1.18,71.17,5.8,432.95,0.0,-0.00,5.8,18.8,Piecewise Linear,5,NG (Natural Gas),-439.75
261659,Stillwater Energy Center 5,2,OK,YES,NO,,If Agcable,2.6,0.000,1.000,183.60,-1.18,61.73,2.6,183.60,0.0,-0.00,2.6,18.8,Piecewise Linear,5,NG (Natural Gas),-186.67
261661,Waynoka Gas Processing Plant 2,1,OK,YES,NO,,If Agcable,0.4,0.000,1.000,31.87,-1.01,77.51,0.4,31.87,0.0,-0.00,0.4,1.3,Piecewise Linear,5,NG (Natural Gas),-32.26
261661,Waynoka Gas Processing Plant 2,2,OK,YES,NO,,If Agcable,0.4,0.000,1.000,23.01,-1.01,57.76,0.4,23.01,0.0,-0.00,0.4,1.3,Piecewise Linear,5,NG (Natural Gas),-23.38
261662,Waynoka Gas Processing Plant 3,1,OK,YES,NO,,If Agcable,0.5,0.000,1.000,40.46,-1.01,70.58,0.5,40.46,0.0,0.00,0.5,1.3,Piecewise Linear,5,NG (Natural Gas),-41.01
261666,Grant Wind  LLC 4,1,OK,YES,NO,,If Agcable,91.1,0.000,1.000,-1836.78,-1.11,1.36,91.1,-1836.78,0.0,-0.00,0.0,151.8,Piecewise Linear,5,WND (Wind),1735.64
261670,Bluestem 4,1,OK,YES,NO,,If Agcable,158.4,0.000,1.000,-2512.62,-0.95,5.15,158.4,-2512.62,0.0,0.00,0.0,198.0,Piecewise Linear,5,WND (Wind),2362.82
261673,Grant Plains Wind  LLC 3,1,OK,YES,NO,,If Agcable,88.3,0.000,1.000,-1695.74,-1.11,0.79,88.3,-1695.74,0.0,-0.00,0.0,147.2,Piecewise Linear,5,WND (Wind),1598.13
261677,Great Western Wind Energy  LLC 4,1,OK,YES,NO,,If Agcable,135.0,0.000,1.000,-2619.00,-0.97,0.28,135.0,-2619.00,0.0,-0.00,0.0,225.0,Piecewise Linear,5,WND (Wind),2487.95
261683,Rush Springs Wind 6,1,OK,YES,NO,,If Agcable,149.9,0.000,1.000,-3154.74,-1.05,-0.45,149.9,-3154.74,0.0,-0.00,0.0,249.9,Piecewise Linear,5,WND (Wind),2996.78
261686,Redbed Plains Wind Farm 3,1,OK,YES,NO,,If Agcable,59.5,0.000,1.000,-1251.24,-1.04,-0.39,59.5,-1251.24,0.0,-0.00,0.0,99.1,Piecewise Linear,5,WND (Wind),1189.50
261690,Rock Falls Wind Farm LLC 4,1,OK,YES,NO,,If Agcable,123.6,0.000,1.000,-2102.74,-1.12,4.54,123.6,-2102.74,0.0,-0.00,0.0,154.5,Piecewise Linear,5,WND (Wind),1963.71
261694,Thunder Ranch Wind Project 4,1,OK,YES,NO,,If Agcable,178.7,0.000,1.000,-3446.14,-1.15,0.36,178.7,-3446.04,0.0,-0.10,0.0,297.8,Piecewise Linear,5,WND (Wind),3241.21
261698,Red Dirt Wind Project 4,1,OK,YES,NO,,If Agcable,179.6,0.000,1.000,-3470.68,-1.09,0.93,179.6,-3470.58,0.0,-0.10,0.0,299.3,Piecewise Linear,5,WND (Wind),3274.60
261701,Cyril 3,1,OK,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.04,0.00,0.0,0.00,0.0,0.00,0.0,5.0,Piecewise Linear,5,SUN (Solar),0.00
261703,Hinton 2,1,OK,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.03,0.00,0.0,0.00,0.0,0.00,0.0,3.0,Piecewise Linear,5,SUN (Solar),0.00
261705,Marietta 2,1,OK,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.11,0.00,0.0,0.00,0.0,0.00,0.0,3.0,Piecewise Linear,5,SUN (Solar),0.00
261707,Pine Ridge 2,1,OK,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.03,0.00,0.0,0.00,0.0,0.00,0.0,3.0,Piecewise Linear,5,SUN (Solar),0.00
261709,Tuttle 2,1,OK,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.05,0.00,0.0,0.00,0.0,0.00,0.0,4.0,Piecewise Linear,5,SUN (Solar),0.00
261712,Covington Solar Farm 3,1,OK,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.10,0.00,0.0,0.00,0.0,0.00,0.0,10.0,Piecewise Linear,5,SUN (Solar),0.00
261716,Minco Wind IV  LLC 4,1,OK,YES,NO,,If Agcable,78.0,0.000,1.000,-1577.16,-1.03,0.91,78.0,-1577.16,0.0,-0.00,0.0,130.0,Piecewise Linear,5,WND (Wind),1496.60
261720,Wildhorse Mountain Wind Facility 4,1,OK,YES,NO,,If Agcable,60.0,0.000,1.000,-1183.00,-1.31,1.84,60.0,-1183.00,0.0,-0.00,0.0,100.0,Piecewise Linear,5,WND (Wind),1104.62
261724,Persimmon Creek Wind Farm 1  LLC 4,1,OK,YES,NO,,If Agcable,119.2,0.000,1.000,-2300.98,-0.98,-0.19,119.2,-2300.98,0.0,0.00,0.0,198.6,Piecewise Linear,5,WND (Wind),2184.79
261729,Armadillo Flats Wind Project  LLC 5,1,OK,YES,NO,,If Agcable,148.4,0.000,1.000,-3041.30,-1.12,0.38,148.4,-3041.30,0.0,0.00,0.0,247.3,Piecewise Linear,5,WND (Wind),2875.79
261732,Tinker 3,1,OK,YES,NO,,If Agcable,8.0,0.000,1.000,488.99,-1.09,54.52,8.0,488.99,0.0,-0.00,8.0,41.0,Piecewise Linear,5,NG (Natural Gas),-497.74
261733,Tinker 4,1,OK,YES,NO,,If Agcable,4.4,0.000,1.000,272.34,-1.09,50.48,4.4,272.34,0.0,0.00,4.4,41.0,Piecewise Linear,5,NG (Natural Gas),-277.11
270297,Aberdeen CT 5,1,SD,YES,NO,,If Agcable,14.7,0.000,1.000,1009.53,-1.10,61.41,14.7,1009.53,0.0,-0.00,14.7,82.2,Piecewise Linear,5,NG (Natural Gas),-1025.76
270298,Aberdeen CT 6,1,SD,YES,NO,,If Agcable,6.2,0.000,1.000,1252.29,-1.10,201.56,6.2,1252.29,0.0,0.00,6.2,28.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-1259.07
270300,Clark (SD) 2,1,SD,YES,NO,,If Agcable,0.6,0.000,1.000,103.66,-1.13,180.11,0.6,103.66,0.0,-0.00,0.6,2.7,Piecewise Linear,5,DFO (Distillate Fuel Oil),-104.31
270302,Faulkton 2,1,SD,YES,NO,,If Agcable,0.6,0.000,1.000,101.35,-1.10,170.09,0.6,101.35,0.0,-0.00,0.6,2.7,Piecewise Linear,5,DFO (Distillate Fuel Oil),-102.00
270307,Huron 5,1,SD,YES,NO,,If Agcable,6.1,0.000,1.000,515.18,-1.11,81.22,6.1,515.18,0.0,-0.00,6.1,15.0,Piecewise Linear,5,NG (Natural Gas),-521.99
270308,Huron 6,1,SD,YES,NO,,If Agcable,11.8,0.000,1.000,726.56,-1.11,57.13,11.8,726.56,0.0,0.00,11.8,42.9,Piecewise Linear,5,NG (Natural Gas),-739.65
270311,Lake Preston 3,1,SD,YES,NO,,If Agcable,4.4,0.000,1.000,868.17,-1.13,193.52,4.4,868.17,0.0,-0.00,4.4,24.1,Piecewise Linear,5,DFO (Distillate Fuel Oil),-873.20
270315,Oahe 4,1,SD,YES,NO,,If Agcable,52.0,0.000,1.000,260.47,-1.08,5.01,52.0,260.47,0.0,0.00,52.0,112.3,Piecewise Linear,5,WAT (Water),-316.66
270316,Oahe 5,1,SD,YES,NO,,If Agcable,24.0,0.000,1.000,118.18,-1.08,4.92,24.0,118.18,0.0,0.00,24.0,112.3,Piecewise Linear,5,WAT (Water),-144.15
270317,Oahe 6,1,SD,YES,NO,,If Agcable,31.7,0.000,1.000,155.79,-1.08,4.91,31.7,155.79,0.0,-0.00,31.7,112.3,Piecewise Linear,5,WAT (Water),-190.09
270318,Oahe 7,1,SD,YES,NO,,If Agcable,28.5,0.000,1.000,140.08,-1.08,4.91,28.5,140.08,0.0,-0.00,28.5,112.3,Piecewise Linear,5,WAT (Water),-170.93
270319,Oahe 8,1,SD,YES,NO,,If Agcable,22.1,0.000,1.000,108.63,-1.08,4.92,22.1,108.63,0.0,0.00,22.1,112.3,Piecewise Linear,5,WAT (Water),-132.51
270320,Oahe 9,1,SD,YES,NO,,If Agcable,22.0,0.000,1.000,106.95,-1.08,4.87,22.0,106.95,0.0,0.00,22.0,112.3,Piecewise Linear,5,WAT (Water),-130.69
270321,Oahe 10,1,SD,YES,NO,,If Agcable,35.6,0.000,1.000,175.05,-1.08,4.92,35.6,175.05,0.0,0.00,35.6,112.3,Piecewise Linear,5,WAT (Water),-213.52
270325,Fort Randall 4,1,SD,YES,NO,,If Agcable,7.7,0.000,1.000,38.04,-1.11,4.96,7.7,38.04,0.0,-0.00,7.7,40.0,Piecewise Linear,5,WAT (Water),-46.59
270325,Fort Randall 4,2,SD,YES,NO,,If Agcable,17.4,0.000,1.000,86.90,-1.11,5.00,17.4,86.90,0.0,0.00,17.4,40.0,Piecewise Linear,5,WAT (Water),-106.26
270326,Fort Randall 5,1,SD,YES,NO,,If Agcable,12.7,0.000,1.000,63.49,-1.11,4.98,12.7,63.49,0.0,0.00,12.7,40.0,Piecewise Linear,5,WAT (Water),-77.70
270326,Fort Randall 5,2,SD,YES,NO,,If Agcable,6.0,0.000,1.000,30.07,-1.11,4.97,6.0,30.07,0.0,0.00,6.0,40.0,Piecewise Linear,5,WAT (Water),-36.81
270327,Fort Randall 6,1,SD,YES,NO,,If Agcable,5.7,0.000,1.000,28.31,-1.11,4.95,5.7,28.31,0.0,-0.00,5.7,40.0,Piecewise Linear,5,WAT (Water),-34.69
270328,Fort Randall 7,1,SD,YES,NO,,If Agcable,9.7,0.000,1.000,48.11,-1.11,4.96,9.7,48.11,0.0,-0.00,9.7,40.0,Piecewise Linear,5,WAT (Water),-58.92
270328,Fort Randall 7,2,SD,YES,NO,,If Agcable,9.4,0.000,1.000,46.62,-1.11,4.96,9.4,46.62,0.0,-0.00,9.4,40.0,Piecewise Linear,5,WAT (Water),-57.10
